27388 2452272.7500000  332.920 40.930 1004.150
27388 2452273.0000000  335.780 42.460 1003.520
27388 2452273.2500000  336.670 41.690 1000.440
27388 2452273.5000000  337.380 42.600 998.010
27388 2452273.7500000  338.230 42.830 994.770
27388 2452274.0000000  337.760 43.110 995.620
27388 2452274.2500000  337.380 42.860 995.640
27388 2452274.5000000  336.540 42.410 997.910
27388 2452274.7500000  335.550 41.800 999.730
27388 2452275.0000000  335.110 41.290 1003.000
27388 2452275.2500000  335.110 41.530 1003.060
