20766 2452128.0000000  288.450 63.870 1004.930
20766 2452128.2500000  288.420 64.200 1004.490
20766 2452128.5000000  288.310 63.040 1004.670
20766 2452128.7500000  288.610 63.470 1003.230
20766 2452129.0000000  288.930 63.190 1002.990
20766 2452129.2500000  289.990 62.160 1001.960
20766 2452129.5000000  290.520 61.550 1001.280
20766 2452129.7500000  290.030 61.360 1000.330
20766 2452130.0000000  291.530 61.190 998.660
20766 2452130.2500000  290.910 61.140 997.900
20766 2452130.5000000  289.630 61.080 997.250
20766 2452130.7500000  290.370 59.710 996.750
