23223 2452156.0000000  319.230 61.800 1003.220
23223 2452156.2500000  321.490 63.220 1000.870
23223 2452156.5000000  325.430 64.560 1000.210
23223 2452156.7500000  327.270 66.370 995.450
23223 2452157.0000000  330.880 66.910 992.860
23223 2452157.2500000  333.650 67.540 990.110
23223 2452157.5000000  334.560 67.360 992.160
23223 2452157.7500000  328.810 65.780 995.890
23223 2452158.0000000  328.520 65.750 1001.180
23223 2452158.2500000  329.350 65.730 1003.400
23223 2452158.5000000  327.070 64.980 1007.480
