32274 2452268.0000000  287.700 41.210 1007.450
32274 2452268.2500000  288.730 42.130 1003.540
32274 2452268.5000000  290.750 43.680 1003.130
32274 2452268.7500000  292.180 44.890 1004.120
32274 2452269.0000000  294.070 45.030 1006.860
32274 2452269.2500000  295.070 46.830 1007.360
32274 2452269.5000000  296.680 48.440 1008.010
32274 2452269.7500000  296.390 50.720 1006.740
32274 2452270.0000000  295.800 53.050 1004.550
32274 2452270.2500000  295.100 54.950 1001.100
32274 2452270.5000000  291.690 57.510 998.430
32274 2452270.7500000  287.240 59.090 996.630
32274 2452271.0000000  282.170 59.840 995.680
32274 2452271.2500000  279.250 59.920 996.320
