19553 2452114.2500000  326.310 47.470 1009.560
19553 2452114.5000000  330.040 47.230 1009.280
19553 2452114.7500000  333.670 47.200 1006.070
19553 2452115.0000000  335.960 47.770 1007.020
19553 2452115.2500000  338.490 48.230 1006.990
19553 2452115.5000000  340.810 48.640 1008.170
19553 2452115.7500000  342.300 48.860 1009.380
19553 2452116.0000000  343.130 49.560 1011.660
19553 2452116.2500000  343.510 50.840 1012.550
19553 2452116.5000000  344.560 53.190 1013.160
19553 2452116.7500000  346.520 53.600 1012.620
19553 2452117.0000000  347.630 54.870 1013.930
19553 2452117.2500000  349.540 55.490 1014.850
19553 2452117.5000000  350.610 55.920 1016.230
19553 2452117.7500000  352.720 57.030 1016.710
