22253 2452193.5000000  326.500 65.360 979.380
22253 2452193.7500000  327.130 65.360 978.120
22253 2452194.0000000  328.640 65.440 976.850
22253 2452194.2500000  330.420 65.540 976.190
22253 2452194.5000000  332.470 65.990 977.660
22253 2452194.7500000  343.040 68.840 980.890
22253 2452195.0000000  346.980 70.860 981.980
22253 2452195.2500000  348.150 72.140 982.410
22253 2452195.5000000  348.540 73.080 982.770
22253 2452195.7500000  347.690 73.200 982.790
22253 2452196.0000000  347.750 72.510 984.370
22253 2452196.2500000  354.100 72.510 987.230
22253 2452196.5000000  356.890 73.310 990.880
