 9189 2452013.2500000  294.430 43.040 1005.800
 9189 2452013.5000000  296.560 43.700 1002.330
 9189 2452013.7500000  300.140 42.130 996.680
 9189 2452014.0000000  302.390 42.490 992.170
 9189 2452014.2500000  301.060 44.460 989.770
 9189 2452014.5000000  300.500 44.410 989.920
 9189 2452014.7500000  300.670 43.880 989.700
 9189 2452015.0000000  301.910 42.880 990.230
 9189 2452015.2500000  304.120 42.780 990.010
 9189 2452015.5000000  305.670 43.420 990.900
 9189 2452015.7500000  306.360 44.560 990.850
 9189 2452016.0000000  307.710 46.270 993.550
