 8090 2451998.0000000  320.980 41.770 1016.710
 8090 2451998.2500000  322.900 42.220 1015.120
 8090 2451998.5000000  327.080 44.570 1012.540
 8090 2451998.7500000  332.000 47.080 1006.320
 8090 2451999.0000000  337.260 49.550 1002.680
 8090 2451999.2500000  342.890 52.780 997.030
 8090 2451999.5000000  347.310 56.380 991.170
 8090 2451999.7500000  350.060 60.200 984.690
 8090 2452000.0000000  354.080 62.500 980.770
 8090 2452000.2500000  356.660 64.410 979.190
 8090 2452000.5000000  357.820 65.750 980.100
