17916 2452097.0000000  260.050 58.680 993.190
17916 2452097.5000000  265.940 58.430 991.180
17916 2452097.7500000  268.850 58.440 990.530
17916 2452098.0000000  269.930 59.130 990.330
17916 2452098.2500000  270.880 59.340 989.960
17916 2452098.5000000  271.470 59.360 993.220
17916 2452098.7500000  272.380 58.890 994.050
17916 2452099.0000000  273.970 58.120 995.510
17916 2452099.2500000  275.980 57.930 998.310
17916 2452099.5000000  281.380 58.810 1001.980
17916 2452099.7500000  278.910 59.560 1003.110
