18875 2452106.2500000  341.630 49.550 1006.920
18875 2452106.5000000  344.920 48.100 1008.570
18875 2452106.7500000  346.420 48.300 1007.810
18875 2452107.0000000  345.640 49.490 1006.810
18875 2452107.2500000  344.880 50.690 1002.230
18875 2452107.5000000  348.360 50.570 999.150
18875 2452107.7500000  349.950 51.020 994.450
18875 2452108.0000000  351.170 51.090 993.030
18875 2452108.2500000  353.540 50.930 991.980
18875 2452108.5000000  354.790 50.360 992.090
18875 2452108.7500000  357.110 50.170 992.740
18875 2452109.0000000  359.600 50.670 994.980
