30664 2452247.5000000  347.570 61.230 973.260
30664 2452247.7500000  347.970 63.530 973.900
30664 2452248.0000000  347.080 66.370 972.940
30664 2452248.2500000  346.560 68.220 970.460
30664 2452248.5000000  344.890 69.820 968.810
30664 2452248.7500000  342.870 70.750 970.990
30664 2452249.0000000  342.990 71.830 975.380
30664 2452249.2500000  342.060 73.010 980.190
30664 2452249.5000000  340.180 74.420 986.490
30664 2452249.7500000  338.050 75.580 993.010
30664 2452250.0000000  338.630 76.730 999.380
30664 2452250.2500000  307.620 82.700 999.590
