16886 2452121.5000000  261.620 59.850 993.040
16886 2452121.7500000  262.770 60.840 992.740
16886 2452122.0000000  264.550 61.930 992.940
16886 2452122.2500000  266.440 62.810 993.050
16886 2452122.5000000  267.620 64.650 993.290
16886 2452122.7500000  266.820 66.570 992.010
16886 2452123.0000000  267.300 67.230 990.920
16886 2452123.2500000  268.270 67.830 989.840
16886 2452123.5000000  269.490 68.100 989.570
16886 2452123.7500000  270.930 67.950 989.540
16886 2452124.0000000  271.760 67.790 990.440
16886 2452124.2500000  272.830 67.340 992.690
16886 2452124.5000000  274.270 66.560 994.970
16886 2452124.7500000  277.320 65.660 996.530
16886 2452125.0000000  278.640 65.690 997.850
16886 2452125.2500000  277.920 66.480 998.720
16886 2452125.5000000  276.080 66.890 999.280
16886 2452125.7500000  275.430 67.240 999.630
16886 2452126.0000000  274.580 67.600 999.680
16886 2452126.2500000  273.780 67.070 999.090
