 3786 2451936.7500000  297.010 76.660 999.940
 3786 2451937.0000000  297.230 76.390 1000.360
 3786 2451937.2500000  303.670 72.370 999.180
 3786 2451937.5000000  295.830 75.730 1001.060
 3786 2451937.7500000  301.630 72.570 1000.750
 3786 2451938.0000000  304.600 72.010 1000.700
 3786 2451938.2500000  300.240 72.190 1000.240
 3786 2451938.5000000  290.830 77.260 1000.200
 3786 2451938.7500000  284.490 78.170 1000.230
 3786 2451939.0000000  281.440 75.070 1002.620
 3786 2451939.2500000  283.430 73.990 1004.920
 3786 2451939.5000000  283.640 74.030 1008.110
