30535 2452245.7500000  343.040 57.040 997.280
30535 2452246.0000000  338.360 62.710 984.300
30535 2452246.2500000  332.190 64.150 980.690
30535 2452246.5000000  330.870 64.380 982.980
30535 2452246.7500000  326.490 63.980 985.840
30535 2452247.0000000  324.840 63.920 986.900
30535 2452247.2500000  324.220 63.570 985.500
30535 2452247.5000000  324.290 63.180 984.730
30535 2452247.7500000  326.580 63.400 983.150
30535 2452248.0000000  330.640 63.690 983.310
30535 2452248.2500000  332.950 64.280 983.930
30535 2452248.5000000  331.150 66.600 985.780
30535 2452248.7500000  331.600 67.320 982.820
30535 2452249.0000000  330.410 71.190 982.790
