 4820 2451952.5000000  290.520 5.620 1008.470
 4820 2451952.7500000  290.600 5.150 1009.350
 4820 2451953.0000000  290.440 4.110 1011.310
 4820 2451953.2500000  291.440 6.280 1010.190
 4820 2451953.5000000  290.990 6.560 1009.430
 4820 2451953.7500000  290.580 5.660 1010.380
 4820 2451954.0000000  290.370 4.500 1012.350
 4820 2451954.2500000  291.310 5.890 1010.160
 4820 2451954.5000000  290.820 5.840 1008.710
 4820 2451954.7500000  290.680 5.280 1010.170
 4820 2451955.0000000  290.490 3.290 1011.650
