 5039 2451955.5000000  355.900 30.140 1017.200
 5039 2451955.7500000  353.880 28.800 1016.170
 5039 2451956.0000000  353.680 28.880 1017.140
 5039 2451956.2500000  353.580 28.670 1014.190
 5039 2451956.5000000  354.090 28.640 1015.180
 5039 2451956.7500000  353.880 28.680 1014.630
 5039 2451957.0000000  353.240 28.630 1015.730
 5039 2451957.2500000  353.090 28.050 1013.710
 5039 2451957.5000000  354.190 27.370 1016.440
 5039 2451957.7500000  356.390 27.250 1016.570
 5039 2451958.0000000  357.440 27.220 1017.550
