22049 2452142.7500000  331.120 39.270 1013.480
22049 2452143.0000000  332.160 38.740 1014.800
22049 2452143.2500000  329.880 38.250 1013.720
22049 2452143.5000000  331.650 38.180 1012.960
22049 2452143.7500000  332.210 37.860 1011.270
22049 2452144.0000000  334.440 38.510 1011.760
22049 2452144.2500000  335.310 38.710 1012.080
22049 2452144.5000000  336.480 39.140 1012.430
22049 2452144.7500000  337.300 39.700 1011.480
22049 2452145.0000000  337.750 39.780 1012.820
22049 2452145.2500000  338.380 39.080 1011.630
22049 2452145.5000000  338.900 38.930 1012.180
22049 2452145.7500000  340.610 39.950 1010.910
22049 2452146.0000000  340.780 37.660 1012.450
22049 2452146.2500000  342.010 36.350 1012.030
22049 2452146.5000000  343.030 35.580 1013.590
