19401 2452154.2500000  325.330 12.760 1009.410
19401 2452154.5000000  324.210 12.930 1010.880
19401 2452154.7500000  321.730 13.170 1009.280
19401 2452155.0000000  320.190 13.420 1011.200
19401 2452155.2500000  318.820 13.620 1009.520
19401 2452155.5000000  317.280 14.220 1011.190
19401 2452155.7500000  315.820 14.870 1009.150
19401 2452156.0000000  314.030 15.340 1010.500
19401 2452156.2500000  312.740 15.480 1009.080
19401 2452156.5000000  311.090 15.640 1010.870
19401 2452156.7500000  309.690 15.650 1010.000
19401 2452157.0000000  307.790 16.130 1011.610
19401 2452157.2500000  306.470 15.990 1011.700
19401 2452157.5000000  304.630 16.130 1012.780
19401 2452157.7500000  303.250 16.530 1012.250
