 3103 2451927.0000000  261.680 55.900 1002.920
 3103 2451927.2500000  265.970 54.020 1003.470
 3103 2451927.5000000  270.640 53.250 1005.100
 3103 2451927.7500000  274.750 52.350 1004.860
 3103 2451928.0000000  278.090 52.260 1005.410
 3103 2451928.2500000  280.620 53.040 1005.430
 3103 2451928.5000000  283.070 53.870 1007.150
 3103 2451928.7500000  285.680 54.640 1006.370
 3103 2451929.0000000  288.040 55.200 1006.710
 3103 2451929.2500000  291.910 55.240 1005.980
 3103 2451929.5000000  295.550 54.950 1005.590
