17090 2452084.7500000  293.410 54.500 1010.120
17090 2452085.0000000  297.290 54.970 1008.340
17090 2452085.2500000  302.140 53.820 1006.480
17090 2452085.5000000  312.040 52.660 1004.190
17090 2452085.7500000  315.910 51.970 998.720
17090 2452086.0000000  319.470 51.570 996.510
17090 2452086.2500000  322.130 51.550 997.210
17090 2452086.5000000  324.240 51.630 1001.360
17090 2452086.7500000  325.360 51.830 1000.330
17090 2452087.0000000  325.730 52.110 1001.310
17090 2452087.2500000  325.270 52.580 1000.800
17090 2452087.5000000  324.030 53.030 1001.580
17090 2452087.7500000  322.270 52.730 999.280
17090 2452088.0000000  321.320 52.730 997.960
17090 2452088.2500000  322.730 51.750 997.060
17090 2452088.5000000  323.300 51.790 997.960
