 9502 2452017.2500000  285.760 34.960 1007.580
 9502 2452017.5000000  289.420 37.130 1003.590
 9502 2452017.7500000  291.200 39.130 998.300
 9502 2452018.0000000  292.700 41.400 992.050
 9502 2452018.2500000  294.010 43.470 990.910
 9502 2452018.5000000  296.360 45.610 992.840
 9502 2452018.7500000  298.740 48.570 992.260
 9502 2452019.0000000  302.190 51.370 993.460
 9502 2452019.2500000  305.990 54.910 990.720
 9502 2452019.5000000  308.870 57.190 988.350
 9502 2452019.7500000  311.150 58.940 989.140
 9502 2452020.0000000  317.110 59.940 991.550
 9502 2452020.2500000  321.150 60.990 990.530
 9502 2452020.5000000  323.490 61.600 991.080
 9502 2452020.7500000  325.570 61.930 990.870
