 9179 2451990.7500000  334.250 62.180 1007.480
 9179 2451991.0000000  335.660 64.530 1009.750
 9179 2451991.2500000  338.800 65.720 1009.750
 9179 2451991.5000000  343.810 66.480 1010.080
 9179 2451991.7500000  349.190 67.540 1013.190
 9179 2451992.0000000  350.750 68.460 1012.400
 9179 2451992.2500000  352.060 69.360 1011.890
 9179 2451992.5000000  353.440 69.000 1011.890
 9179 2451992.7500000  350.500 70.530 1013.030
 9179 2451993.0000000  345.380 71.560 1015.300
 9179 2451993.2500000  341.390 71.080 1017.580
 9179 2451993.5000000  340.530 66.990 1014.270
