26301 2452191.2500000  307.920 39.630 1015.920
26301 2452191.5000000  307.310 38.780 1016.910
26301 2452191.7500000  305.420 41.200 1015.620
26301 2452192.0000000  307.880 41.620 1012.890
26301 2452192.2500000  311.610 42.050 1010.110
26301 2452192.5000000  314.700 43.390 1008.280
26301 2452192.7500000  319.320 45.620 1005.930
26301 2452193.0000000  321.830 46.550 1004.320
26301 2452193.2500000  325.120 47.670 1001.760
26301 2452193.5000000  329.740 49.920 1001.240
26301 2452193.7500000  334.480 52.430 998.750
26301 2452194.0000000  339.580 56.260 997.010
26301 2452194.2500000  345.470 59.080 993.150
26301 2452194.5000000  351.420 62.540 991.310
26301 2452194.7500000  357.000 65.300 990.320
26301 2452199.0000000  355.910 81.110 1018.100
26301 2452199.2500000  357.090 82.170 1014.990
26301 2452199.5000000  357.260 83.390 1011.850
26301 2452199.7500000  359.660 84.400 1008.470
