28645 2452221.0000000  313.170 52.870 1000.550
28645 2452221.2500000  306.740 55.030 992.620
28645 2452221.5000000  305.030 56.280 983.780
28645 2452221.7500000  304.730 56.480 975.190
28645 2452222.0000000  303.720 61.690 972.190
28645 2452222.2500000  303.150 64.670 968.940
28645 2452222.5000000  303.980 67.470 961.910
28645 2452222.7500000  304.560 71.240 959.370
28645 2452223.0000000  306.220 76.840 959.760
28645 2452223.2500000  309.390 78.770 967.080
28645 2452223.5000000  313.880 79.190 977.760
