22770 2452150.7500000  297.290 61.640 998.350
22770 2452151.0000000  293.730 63.040 996.970
22770 2452151.2500000  291.240 62.840 994.170
22770 2452151.5000000  292.300 63.390 993.630
22770 2452151.7500000  290.470 63.490 992.230
22770 2452152.0000000  289.140 62.820 993.160
22770 2452152.2500000  290.590 62.440 994.610
22770 2452152.5000000  292.740 61.450 996.490
22770 2452152.7500000  300.290 59.730 995.220
22770 2452153.0000000  302.820 61.350 995.050
22770 2452153.2500000  303.350 62.650 994.050
22770 2452153.5000000  304.310 63.710 995.150
22770 2452153.7500000  305.350 64.210 998.520
