 8646 2452005.5000000  266.520 41.470 1009.460
 8646 2452005.7500000  270.440 42.430 1009.730
 8646 2452006.0000000  274.680 43.260 1010.140
 8646 2452006.2500000  278.910 43.210 1010.180
 8646 2452006.5000000  283.500 41.930 1010.970
 8646 2452006.7500000  292.690 40.220 1009.710
 8646 2452007.0000000  297.200 39.310 1005.740
 8646 2452007.2500000  301.810 38.910 1000.660
 8646 2452007.5000000  306.220 39.230 995.530
 8646 2452007.7500000  308.920 40.360 987.650
 8646 2452008.0000000  309.500 40.600 986.280
 8646 2452008.2500000  310.220 39.730 985.740
 8646 2452008.5000000  312.180 39.690 985.540
 8646 2452008.7500000  313.770 40.700 984.180
 8646 2452009.0000000  314.530 42.060 984.350
 8646 2452009.2500000  315.170 43.390 983.670
 8646 2452009.5000000  316.180 44.790 985.880
 8646 2452009.7500000  316.800 46.940 986.640
 8646 2452010.0000000  317.280 48.980 988.780
 8646 2452010.2500000  317.440 51.160 989.020
 8646 2452010.5000000  316.820 53.100 991.030
 8646 2452010.7500000  315.660 54.270 992.470
 8646 2452011.0000000  317.660 55.880 995.680
 8646 2452011.2500000  318.860 56.830 998.260
 8646 2452011.5000000  321.000 58.470 1002.180
 8646 2452011.7500000  322.660 60.980 1004.390
