 3596 2451923.5000000  261.300 37.810 1003.280
 3596 2451923.7500000  264.050 39.540 1007.190
 3596 2451924.0000000  265.890 41.010 1008.820
 3596 2451924.2500000  267.900 41.850 1010.870
 3596 2451924.5000000  269.410 42.860 1011.570
 3596 2451924.7500000  271.200 44.170 1011.420
 3596 2451925.0000000  272.740 45.140 1010.050
 3596 2451925.2500000  275.010 45.620 1009.370
 3596 2451925.5000000  277.200 45.860 1008.850
 3596 2451925.7500000  280.690 45.820 1008.770
 3596 2451926.0000000  285.340 45.960 1008.930
 3596 2451926.2500000  289.510 46.070 1008.190
