 9785 2452020.7500000  336.010 62.420 992.780
 9785 2452021.0000000  339.180 62.440 992.310
 9785 2452021.2500000  342.750 62.480 991.200
 9785 2452021.5000000  342.280 62.480 991.200
 9785 2452021.7500000  341.280 62.230 990.430
 9785 2452022.0000000  339.680 62.020 991.180
 9785 2452022.2500000  337.950 61.890 991.580
 9785 2452022.5000000  336.560 61.610 993.380
 9785 2452022.7500000  334.430 61.270 994.080
 9785 2452023.0000000  332.610 60.470 996.840
 9785 2452023.2500000  331.410 59.260 998.400
