23509 2452159.0000000  323.030 11.380 1010.960
23509 2452159.2500000  323.300 11.700 1009.180
23509 2452159.5000000  322.060 11.770 1010.620
23509 2452159.7500000  322.220 11.610 1008.510
23509 2452160.0000000  322.030 12.240 1010.250
23509 2452160.2500000  321.890 12.430 1008.540
23509 2452160.5000000  320.970 12.450 1010.340
23509 2452160.7500000  320.450 12.680 1008.650
23509 2452161.0000000  319.430 13.010 1009.270
23509 2452161.2500000  318.730 12.980 1007.810
23509 2452161.5000000  318.120 13.170 1009.310
23509 2452161.7500000  318.550 12.730 1007.850
23509 2452162.0000000  318.360 13.930 1010.250
23509 2452162.2500000  317.930 14.030 1008.860
23509 2452162.5000000  316.380 13.850 1010.490
23509 2452162.7500000  315.490 16.190 1007.490
23509 2452163.0000000  314.580 16.090 1008.040
23509 2452163.2500000  313.850 16.620 1006.250
23509 2452163.5000000  313.110 17.220 1007.300
23509 2452163.7500000  312.450 17.800 1005.060
23509 2452164.0000000  312.010 18.200 1005.550
23509 2452164.2500000  311.940 19.040 1004.790
23509 2452164.5000000  311.430 19.940 1005.750
23509 2452164.7500000  311.200 20.780 1004.330
23509 2452165.0000000  311.280 21.870 1006.750
23509 2452165.2500000  310.990 22.710 1005.690
23509 2452165.5000000  311.040 23.760 1007.080
23509 2452165.7500000  311.360 24.720 1005.110
23509 2452166.0000000  311.350 25.760 1006.170
23509 2452166.2500000  311.920 27.060 1005.230
23509 2452166.5000000  312.840 28.170 1007.210
23509 2452166.7500000  313.460 29.360 1003.690
23509 2452167.0000000  314.390 30.360 1004.550
23509 2452167.2500000  315.730 31.030 1001.880
23509 2452167.5000000  317.410 31.330 1003.190
23509 2452167.7500000  318.960 31.690 998.250
23509 2452168.0000000  320.650 31.860 998.810
23509 2452168.2500000  322.450 32.200 997.020
23509 2452168.5000000  323.800 32.120 998.050
23509 2452168.7500000  325.860 32.740 995.180
23509 2452169.0000000  326.740 33.420 997.840
23509 2452169.2500000  327.490 34.360 997.010
23509 2452169.5000000  328.140 34.990 1000.260
23509 2452169.7500000  328.160 35.240 999.120
23509 2452170.0000000  328.230 35.310 1002.030
23509 2452170.2500000  327.960 35.120 1001.050
23509 2452170.5000000  328.020 35.080 1004.000
23509 2452170.7500000  327.790 34.910 1002.450
23509 2452171.0000000  327.870 34.730 1004.000
23509 2452171.2500000  328.230 34.660 1004.210
23509 2452171.5000000  328.370 34.680 1006.240
23509 2452171.7500000  328.590 34.070 1005.770
23509 2452172.0000000  328.550 33.620 1006.960
23509 2452172.2500000  328.670 33.200 1006.890
23509 2452172.5000000  328.660 32.660 1008.500
23509 2452172.7500000  328.440 32.150 1007.980
23509 2452173.0000000  328.200 31.870 1009.710
23509 2452173.2500000  327.750 31.330 1009.130
23509 2452173.5000000  327.420 30.960 1011.150
23509 2452173.7500000  327.150 30.770 1011.090
23509 2452174.0000000  327.180 30.690 1013.280
23509 2452174.2500000  327.460 30.710 1012.850
23509 2452174.5000000  327.660 30.660 1013.980
23509 2452174.7500000  327.380 30.490 1013.660
23509 2452175.0000000  327.240 30.440 1015.010
23509 2452175.2500000  327.410 30.060 1013.910
23509 2452175.5000000  328.240 29.830 1014.950
23509 2452175.7500000  329.770 29.690 1012.850
23509 2452176.0000000  330.470 29.800 1014.310
23509 2452176.2500000  331.210 29.510 1013.190
23509 2452176.5000000  331.700 29.460 1014.840
23509 2452176.7500000  332.230 29.400 1013.490
23509 2452177.0000000  332.810 29.060 1015.260
23509 2452177.2500000  332.630 28.290 1015.180
23509 2452177.5000000  332.580 28.210 1017.060
23509 2452177.7500000  331.470 27.970 1015.930
23509 2452178.0000000  331.530 28.670 1017.900
23509 2452178.2500000  331.620 28.960 1016.810
23509 2452178.5000000  332.120 29.540 1017.130
23509 2452178.7500000  332.560 30.120 1015.350
23509 2452179.0000000  333.490 30.460 1016.240
23509 2452179.2500000  334.960 30.790 1015.070
23509 2452179.5000000  336.840 31.360 1015.230
