19511 2452155.7500000  346.160 18.540 1007.610
19511 2452156.0000000  346.250 18.610 1009.420
19511 2452156.2500000  346.510 18.520 1005.690
19511 2452156.5000000  346.600 19.070 1008.990
19511 2452156.7500000  346.530 18.880 1008.780
19511 2452157.0000000  346.560 18.710 1010.460
19511 2452157.2500000  346.500 18.680 1006.750
19511 2452157.5000000  346.390 18.960 1009.920
19511 2452157.7500000  345.790 19.140 1009.720
19511 2452158.0000000  345.890 19.190 1011.160
19511 2452158.2500000  345.590 19.300 1007.180
19511 2452158.5000000  345.490 19.420 1009.960
