24041 2452164.7500000  270.780 46.840 1016.690
24041 2452165.0000000  274.230 47.140 1015.440
24041 2452165.2500000  278.380 47.320 1013.750
24041 2452165.5000000  282.140 47.390 1013.040
24041 2452165.7500000  286.420 48.870 1010.540
24041 2452166.0000000  289.280 49.900 1009.900
24041 2452166.2500000  292.320 51.000 1011.230
24041 2452166.5000000  295.450 53.100 1012.170
24041 2452166.7500000  298.610 53.970 1011.700
24041 2452167.0000000  302.180 55.030 1010.940
24041 2452167.2500000  306.020 56.490 1009.210
24041 2452167.5000000  309.770 56.940 1007.420
24041 2452167.7500000  311.810 57.470 1004.880
