 2668 2451920.5000000  260.320 23.700 1012.080
 2668 2451920.7500000  265.370 28.780 1017.060
 2668 2451921.0000000  267.130 30.150 1016.320
 2668 2451921.2500000  269.500 30.930 1017.740
 2668 2451921.5000000  271.790 30.200 1016.640
 2668 2451921.7500000  274.280 30.180 1017.320
 2668 2451922.0000000  276.830 30.710 1016.750
 2668 2451922.2500000  280.680 31.470 1015.110
 2668 2451922.5000000  282.680 31.160 1012.900
 2668 2451922.7500000  284.060 30.880 1010.610
 2668 2451923.0000000  285.230 30.200 1011.390
 2668 2451923.2500000  286.570 28.490 1012.480
 2668 2451923.5000000  288.160 27.040 1013.630
 2668 2451923.7500000  290.710 26.220 1013.380
 2668 2451924.0000000  292.980 24.420 1014.450
