25006 2452235.5000000  352.750 27.440 1011.580
25006 2452235.7500000  352.660 27.850 1011.440
25006 2452236.0000000  353.680 28.190 1011.700
25006 2452236.2500000  354.700 27.740 1009.300
25006 2452236.5000000  355.350 28.710 1010.350
25006 2452236.7500000  355.810 29.160 1009.400
25006 2452237.0000000  355.340 29.120 1010.150
25006 2452237.2500000  356.060 28.730 1008.560
25006 2452237.5000000  357.470 28.170 1010.460
25006 2452237.7500000  354.990 28.110 1011.990
25006 2452238.0000000  358.600 27.890 1012.770
25006 2452238.2500000  359.880 28.310 1011.810
