13426 2452070.2500000  355.880 29.260 1004.580
13426 2452070.5000000  357.340 28.920 1005.590
13426 2452070.7500000  357.760 28.760 1005.810
13426 2452071.0000000  358.520 28.930 1004.720
13426 2452071.2500000  357.910 29.020 1001.320
13426 2452071.5000000  356.450 28.870 1003.200
13426 2452071.7500000  355.610 28.350 1004.730
13426 2452072.0000000  355.110 28.170 1004.100
13426 2452072.2500000  355.200 27.970 1001.320
13426 2452072.5000000  355.190 27.810 1003.650
13426 2452072.7500000  354.980 27.350 1006.040
