12796 2452061.2500000  330.780 37.140 1016.460
12796 2452061.5000000  329.430 36.900 1015.840
12796 2452061.7500000  328.610 37.200 1013.190
12796 2452062.0000000  328.160 37.050 1013.770
12796 2452062.2500000  328.080 37.170 1013.740
12796 2452062.5000000  328.670 37.050 1014.960
12796 2452062.7500000  330.000 37.240 1013.810
12796 2452063.0000000  332.160 37.690 1015.450
12796 2452063.2500000  333.900 38.660 1015.290
12796 2452063.5000000  335.520 39.460 1016.720
12796 2452063.7500000  337.510 40.820 1016.120
12796 2452064.0000000  337.320 41.920 1017.910
12796 2452064.2500000  338.770 42.770 1017.840
12796 2452064.5000000  339.640 43.640 1019.440
12796 2452064.7500000  341.710 45.160 1019.400
12796 2452065.0000000  344.540 46.330 1020.910
12796 2452065.2500000  346.670 47.720 1019.770
12796 2452065.5000000  348.220 48.710 1019.440
12796 2452065.7500000  350.090 49.550 1016.610
