25960 2452251.0000000  260.580 35.990 1013.360
25960 2452251.2500000  263.380 35.780 1012.520
25960 2452251.5000000  265.300 35.420 1012.370
25960 2452251.7500000  268.800 35.190 1012.470
25960 2452252.0000000  273.660 36.550 1012.180
25960 2452252.2500000  277.560 37.980 1012.270
25960 2452252.5000000  280.540 37.640 1012.120
25960 2452252.7500000  287.620 38.490 1009.620
25960 2452253.0000000  292.310 39.330 1007.080
25960 2452253.2500000  297.250 40.220 1002.690
25960 2452253.5000000  302.130 40.920 999.600
25960 2452253.7500000  306.500 41.580 993.600
25960 2452254.0000000  310.700 41.820 990.370
25960 2452254.2500000  314.250 42.270 983.900
25960 2452254.5000000  317.660 42.660 981.440
25960 2452254.7500000  320.730 43.280 979.550
25960 2452255.0000000  322.840 43.840 980.480
25960 2452255.2500000  324.370 44.240 982.430
25960 2452255.5000000  325.230 44.740 983.950
25960 2452255.7500000  325.660 45.220 983.460
25960 2452256.0000000  326.450 45.530 984.660
25960 2452256.2500000  327.200 46.110 982.580
25960 2452256.5000000  328.040 47.030 982.440
25960 2452256.7500000  327.190 49.330 980.130
25960 2452257.0000000  325.100 51.220 979.400
25960 2452257.2500000  323.470 52.570 980.500
25960 2452257.5000000  322.590 53.040 989.310
25960 2452257.7500000  322.880 52.470 995.640
