32626 2452273.2500000  300.970 47.130 997.830
32626 2452273.5000000  306.120 49.260 997.200
32626 2452273.7500000  307.960 52.140 992.130
32626 2452274.0000000  308.350 54.400 988.290
32626 2452274.2500000  308.350 56.200 983.300
32626 2452274.5000000  307.820 57.610 982.180
32626 2452274.7500000  306.370 58.710 980.520
32626 2452275.0000000  304.300 59.130 981.410
32626 2452275.2500000  302.900 59.410 980.410
32626 2452275.5000000  301.870 59.340 979.440
32626 2452275.7500000  301.200 59.100 978.540
32626 2452276.0000000  300.790 57.830 979.460
32626 2452276.2500000  301.110 56.760 979.240
32626 2452276.5000000  302.680 56.310 979.780
