 9886 2452022.2500000  291.370 6.510 1009.290
 9886 2452022.5000000  290.740 6.120 1008.020
 9886 2452022.7500000  290.500 4.940 1008.650
 9886 2452023.0000000  290.470 3.660 1010.260
 9886 2452023.2500000  291.520 6.630 1008.300
 9886 2452023.5000000  291.130 6.980 1007.190
 9886 2452023.7500000  290.590 5.940 1009.040
 9886 2452024.0000000  290.310 5.060 1011.190
 9886 2452024.2500000  291.870 7.290 1009.500
 9886 2452024.5000000  291.270 7.440 1008.990
 9886 2452024.7500000  290.640 6.780 1010.720
 9886 2452025.0000000  291.590 7.410 1012.380
 9886 2452025.2500000  292.320 8.070 1010.760
 9886 2452025.5000000  291.930 8.050 1011.490
