19178 2452151.0000000  314.350 81.600 1016.920
19178 2452151.2500000  321.110 81.250 1015.750
19178 2452151.5000000  323.360 80.640 1015.700
19178 2452151.7500000  325.050 79.850 1014.670
19178 2452152.0000000  306.710 79.080 1010.080
19178 2452152.2500000  311.140 79.890 1008.960
19178 2452152.5000000  313.770 80.380 1008.680
19178 2452152.7500000  320.800 80.580 1007.770
19178 2452153.0000000  324.190 80.690 1009.060
19178 2452153.2500000  326.490 79.830 1009.050
19178 2452153.5000000  333.820 83.770 1011.810
19178 2452153.7500000  328.310 84.860 1011.780
19178 2452154.0000000  326.030 84.910 1011.800
19178 2452154.2500000  321.990 84.560 1010.670
