25846 2452186.2500000  262.410 54.910 1005.470
25846 2452186.5000000  265.900 53.910 1004.750
25846 2452186.7500000  268.530 53.670 1003.210
25846 2452187.0000000  270.990 53.660 1001.560
25846 2452187.2500000  272.740 53.780 1001.200
25846 2452187.5000000  274.430 53.600 1000.760
25846 2452187.7500000  277.210 53.930 999.800
25846 2452188.0000000  279.130 54.610 999.310
25846 2452188.2500000  282.150 55.260 1000.010
25846 2452188.5000000  282.510 56.090 1001.460
25846 2452188.7500000  283.150 56.460 1002.120
