25680 2452245.7500000  342.020 57.280 996.700
25680 2452246.0000000  341.300 63.560 985.840
25680 2452246.2500000  341.890 65.730 983.560
25680 2452246.5000000  344.320 68.450 981.910
25680 2452246.7500000  344.410 71.740 981.740
25680 2452247.0000000  342.700 73.530 981.840
25680 2452247.2500000  342.400 75.100 984.860
25680 2452247.5000000  342.320 77.160 990.160
25680 2452247.7500000  342.030 78.600 994.980
25680 2452248.0000000  344.360 81.850 1002.660
25680 2452248.2500000  343.270 83.810 1006.220
25680 2452248.5000000  338.750 85.040 1011.430
25680 2452248.7500000  335.790 85.730 1015.030
