20113 2452120.5000000  282.160 35.670 1013.510
20113 2452120.7500000  285.380 35.930 1012.320
20113 2452121.0000000  287.430 36.070 1011.020
20113 2452121.2500000  290.280 36.420 1010.250
20113 2452121.5000000  291.640 36.430 1008.520
20113 2452121.7500000  293.840 37.160 1006.540
20113 2452122.0000000  295.670 38.020 1007.950
20113 2452122.2500000  298.000 39.340 1007.170
20113 2452122.5000000  299.660 40.580 1007.950
20113 2452122.7500000  300.270 41.640 1009.120
20113 2452123.0000000  300.590 42.190 1011.200
20113 2452123.2500000  301.060 42.580 1012.960
20113 2452123.5000000  301.630 42.960 1014.510
20113 2452123.7500000  302.730 43.130 1013.410
20113 2452124.0000000  304.260 43.710 1014.070
20113 2452124.2500000  306.070 45.420 1013.140
