 5235 2451944.2500000  261.180 48.030 1007.450
 5235 2451944.5000000  263.530 46.030 1010.500
 5235 2451944.7500000  266.200 43.960 1012.360
 5235 2451945.0000000  269.870 42.730 1013.890
 5235 2451945.2500000  272.950 42.850 1015.260
 5235 2451945.5000000  275.410 44.120 1016.180
 5235 2451945.7500000  276.350 44.780 1015.130
 5235 2451946.0000000  277.300 45.380 1013.120
 5235 2451946.2500000  277.510 46.380 1010.960
 5235 2451946.5000000  279.370 46.640 1009.540
 5235 2451946.7500000  282.420 46.770 1007.950
