23321 2452157.0000000  289.310 37.250 1014.370
23321 2452157.2500000  291.380 37.930 1013.570
23321 2452157.5000000  294.870 40.000 1011.510
23321 2452157.7500000  297.500 40.910 1008.220
23321 2452158.0000000  299.330 41.750 1007.010
23321 2452158.2500000  302.000 42.290 1005.030
23321 2452158.5000000  304.510 42.800 1003.640
23321 2452158.7500000  307.280 43.370 999.710
23321 2452159.0000000  308.990 45.240 997.560
23321 2452159.2500000  310.440 47.500 993.250
23321 2452159.5000000  312.000 50.330 991.870
23321 2452159.7500000  312.210 52.330 991.970
23321 2452160.0000000  312.210 54.440 994.290
23321 2452160.2500000  311.600 55.040 994.620
23321 2452160.5000000  310.550 55.740 996.630
23321 2452160.7500000  309.190 56.200 995.430
23321 2452161.0000000  307.550 57.290 997.420
23321 2452161.2500000  308.910 58.420 998.580
23321 2452161.5000000  309.080 59.800 999.550
23321 2452161.7500000  322.800 62.240 1002.840
23321 2452162.0000000  322.820 63.750 1001.920
23321 2452162.2500000  322.910 65.120 1000.530
23321 2452162.5000000  322.580 66.230 999.390
23321 2452162.7500000  324.830 67.390 996.380
23321 2452163.0000000  327.630 67.850 992.010
23321 2452163.2500000  326.350 66.850 990.550
23321 2452163.5000000  325.720 65.610 990.220
23321 2452163.7500000  324.940 64.270 988.460
23321 2452164.0000000  328.070 62.770 988.580
23321 2452164.2500000  332.640 62.310 989.600
