19030 2452151.0000000  261.330 52.190 1001.410
19030 2452151.2500000  263.850 52.500 999.790
19030 2452151.5000000  268.130 52.420 999.180
19030 2452151.7500000  271.510 52.270 997.340
19030 2452152.0000000  273.270 51.070 994.690
19030 2452152.2500000  277.470 51.350 992.920
19030 2452152.5000000  282.490 52.330 991.840
19030 2452152.7500000  286.740 53.180 991.210
19030 2452153.0000000  290.820 53.670 993.050
19030 2452153.2500000  295.490 54.180 994.950
19030 2452153.5000000  301.310 54.640 998.340
19030 2452153.7500000  306.680 55.860 999.980
19030 2452154.0000000  312.300 57.520 1003.770
19030 2452154.2500000  314.920 57.750 1008.120
