15209 2452062.2500000  310.000 41.510 1012.870
15209 2452062.5000000  310.540 41.950 1012.110
15209 2452062.7500000  310.740 42.730 1010.080
15209 2452063.0000000  311.200 42.870 1011.190
15209 2452063.2500000  311.800 41.070 1010.150
15209 2452063.5000000  312.910 41.560 1011.230
15209 2452063.7500000  313.010 41.810 1010.210
15209 2452064.0000000  313.180 40.900 1011.770
15209 2452064.2500000  313.820 40.680 1012.310
15209 2452064.5000000  313.880 38.870 1012.760
15209 2452064.7500000  315.460 38.420 1012.940
15209 2452065.0000000  320.130 39.740 1013.560
15209 2452065.2500000  321.590 40.100 1011.790
15209 2452065.5000000  321.980 40.680 1011.860
15209 2452065.7500000  322.290 41.010 1009.600
15209 2452066.0000000  322.320 41.100 1010.730
15209 2452066.2500000  322.720 41.310 1009.770
15209 2452066.5000000  323.230 41.240 1010.560
15209 2452066.7500000  323.490 41.480 1009.350
15209 2452067.0000000  323.710 41.520 1009.370
15209 2452067.2500000  324.890 41.940 1008.790
15209 2452067.5000000  325.250 42.100 1009.610
15209 2452067.7500000  325.440 42.030 1009.260
15209 2452068.0000000  326.480 42.210 1010.430
15209 2452068.2500000  327.730 42.070 1010.690
15209 2452068.5000000  328.300 41.530 1011.930
15209 2452068.7500000  331.360 40.210 1012.430
15209 2452069.0000000  333.210 39.400 1013.600
15209 2452069.2500000  337.690 38.940 1013.940
15209 2452069.5000000  340.880 38.490 1014.930
15209 2452069.7500000  345.910 38.560 1013.410
