16110 2452107.7500000  284.060 10.130 1010.460
16110 2452108.0000000  283.180 10.040 1010.360
16110 2452108.2500000  283.920 9.520 1009.520
16110 2452108.5000000  284.110 9.800 1008.750
16110 2452108.7500000  283.930 9.840 1009.260
16110 2452109.0000000  283.250 10.100 1008.690
16110 2452109.2500000  285.000 9.400 1008.360
16110 2452109.5000000  284.550 9.990 1008.730
16110 2452109.7500000  283.990 10.240 1010.450
16110 2452110.0000000  283.480 10.170 1010.050
16110 2452110.2500000  286.650 9.740 1009.470
16110 2452110.5000000  287.610 10.700 1009.960
16110 2452110.7500000  287.620 11.140 1011.540
