 7844 2451994.5000000  306.380 51.000 1000.370
 7844 2451994.7500000  310.140 53.680 1000.150
 7844 2451995.0000000  311.560 55.110 997.750
 7844 2451995.2500000  311.200 55.750 998.300
 7844 2451995.5000000  311.590 55.710 1001.620
 7844 2451995.7500000  311.020 55.260 1003.680
 7844 2451996.0000000  310.950 54.930 1004.890
 7844 2451996.2500000  313.650 55.580 1005.530
 7844 2451996.5000000  312.350 60.800 1011.140
 7844 2451996.7500000  312.710 60.650 1009.800
 7844 2451997.0000000  307.800 53.050 1006.740
 7844 2451997.2500000  307.530 52.280 1003.440
 7844 2451997.5000000  307.160 51.700 1002.730
