11760 2452022.5000000  261.770 39.620 999.990
11760 2452022.7500000  264.510 42.160 1001.560
11760 2452023.0000000  267.060 44.150 999.680
11760 2452023.2500000  270.480 45.670 998.130
11760 2452023.5000000  275.140 47.260 996.530
11760 2452023.7500000  281.770 49.450 993.620
11760 2452024.0000000  287.940 52.390 989.070
11760 2452024.2500000  294.270 54.750 986.800
11760 2452024.5000000  299.640 56.350 986.430
11760 2452024.7500000  302.450 59.560 981.910
11760 2452025.0000000  302.300 61.690 975.910
11760 2452025.2500000  301.700 63.090 971.890
11760 2452025.5000000  301.960 63.460 973.900
11760 2452025.7500000  303.300 63.350 978.250
11760 2452026.0000000  304.500 63.360 983.200
11760 2452026.2500000  305.540 63.560 988.830
11760 2452026.5000000  309.410 63.060 994.090
