23914 2452218.0000000  280.560 52.470 1011.960
23914 2452218.2500000  283.640 51.160 1012.440
23914 2452218.5000000  286.460 44.720 1013.040
23914 2452218.7500000  289.050 43.950 1011.020
23914 2452219.0000000  290.800 42.730 1009.490
23914 2452219.2500000  293.750 40.660 1006.140
23914 2452219.5000000  295.740 40.530 1004.640
23914 2452219.7500000  296.950 42.690 1001.950
23914 2452220.0000000  296.450 43.850 1000.310
23914 2452220.2500000  296.730 44.730 997.500
23914 2452220.5000000  298.090 43.680 995.560
