 7865 2451974.7500000  341.480 65.850 1005.430
 7865 2451975.0000000  341.410 66.000 1003.350
 7865 2451975.2500000  341.600 65.400 998.290
 7865 2451975.5000000  343.590 66.520 997.220
 7865 2451975.7500000  344.690 66.910 996.650
 7865 2451976.0000000  347.700 67.840 995.850
 7865 2451976.2500000  349.140 68.370 994.210
 7865 2451976.5000000  352.440 69.290 994.850
 7865 2451976.7500000  347.000 66.510 989.340
 7865 2451977.0000000  351.870 68.560 992.090
 7865 2451977.2500000  355.550 70.680 991.970
 7865 2451977.5000000  356.910 70.760 992.050
