22250 2452145.0000000  319.110 45.880 1014.390
22250 2452145.2500000  322.160 45.580 1013.100
22250 2452145.5000000  324.380 44.990 1012.770
22250 2452145.7500000  324.740 46.120 1010.150
22250 2452146.0000000  327.140 45.900 1008.850
22250 2452146.2500000  330.720 45.110 1006.900
22250 2452146.5000000  333.790 44.600 1007.830
22250 2452146.7500000  336.790 44.110 1006.280
22250 2452147.0000000  338.630 43.310 1007.980
22250 2452147.2500000  340.520 42.530 1009.140
22250 2452147.5000000  342.180 41.350 1010.940
22250 2452147.7500000  343.140 40.400 1010.570
22250 2452148.0000000  343.590 39.340 1011.750
22250 2452148.2500000  344.040 38.290 1011.810
22250 2452148.5000000  344.810 37.380 1012.610
22250 2452148.7500000  345.650 36.510 1012.180
22250 2452149.0000000  345.870 36.390 1013.490
22250 2452149.2500000  346.650 36.830 1013.380
22250 2452149.5000000  346.860 37.910 1013.960
22250 2452149.7500000  347.650 42.410 1012.750
22250 2452150.0000000  347.180 42.990 1013.700
22250 2452150.2500000  346.900 42.870 1013.170
22250 2452150.5000000  348.060 43.380 1014.140
