15067 2452093.2500000  285.710 9.490 1009.460
15067 2452093.5000000  284.880 9.730 1008.510
15067 2452093.7500000  284.500 9.930 1009.580
15067 2452094.0000000  283.840 10.160 1009.330
15067 2452094.2500000  284.810 9.600 1008.710
15067 2452094.5000000  284.440 9.700 1007.640
15067 2452094.7500000  283.950 9.640 1008.890
15067 2452095.0000000  283.340 9.490 1008.440
15067 2452095.2500000  284.680 9.210 1007.630
15067 2452095.5000000  284.790 9.450 1006.570
15067 2452095.7500000  284.260 9.550 1008.300
15067 2452096.0000000  283.840 9.850 1007.540
15067 2452096.2500000  284.820 9.680 1007.890
15067 2452096.5000000  284.650 9.950 1008.210
15067 2452096.7500000  284.120 10.080 1008.740
15067 2452097.0000000  283.710 10.560 1009.090
15067 2452097.2500000  284.390 9.710 1009.790
15067 2452097.5000000  284.690 9.900 1009.760
15067 2452097.7500000  284.110 10.050 1011.250
15067 2452098.0000000  283.200 10.200 1010.260
15067 2452098.2500000  285.310 9.450 1009.860
15067 2452098.5000000  284.770 10.080 1009.810
15067 2452098.7500000  284.520 9.940 1010.870
15067 2452099.0000000  283.430 10.700 1011.160
15067 2452099.2500000  286.270 9.690 1011.460
15067 2452099.5000000  287.840 10.770 1011.030
