22857 2452151.7500000  339.940 12.520 1010.890
22857 2452152.0000000  338.320 11.440 1012.240
22857 2452152.2500000  335.690 10.920 1011.150
22857 2452152.5000000  335.090 10.860 1012.080
22857 2452152.7500000  335.520 12.420 1011.010
22857 2452153.0000000  334.320 11.900 1012.840
22857 2452153.2500000  332.790 13.510 1010.310
22857 2452153.5000000  332.050 13.080 1010.890
22857 2452153.7500000  330.430 13.050 1008.730
22857 2452154.0000000  328.240 13.270 1009.110
22857 2452154.2500000  325.840 12.490 1007.870
22857 2452154.5000000  323.920 12.970 1009.290
22857 2452154.7500000  321.730 13.050 1007.900
22857 2452155.0000000  320.890 13.350 1009.570
22857 2452155.2500000  319.320 13.960 1008.870
22857 2452155.5000000  317.630 14.470 1009.960
22857 2452155.7500000  315.920 15.310 1007.480
22857 2452156.0000000  314.430 15.590 1008.420
22857 2452156.2500000  313.010 16.200 1008.350
22857 2452156.5000000  310.940 16.410 1010.060
22857 2452156.7500000  309.500 16.740 1008.330
22857 2452157.0000000  308.310 17.050 1011.080
22857 2452157.2500000  306.660 16.970 1010.520
22857 2452157.5000000  305.210 17.110 1010.040
22857 2452157.7500000  303.980 17.690 1010.090
22857 2452158.0000000  302.700 18.120 1013.040
22857 2452158.2500000  301.590 18.950 1013.970
22857 2452158.5000000  301.060 19.710 1013.800
22857 2452158.7500000  300.810 20.610 1012.870
22857 2452159.0000000  301.220 20.960 1014.290
22857 2452159.2500000  300.540 21.610 1012.830
22857 2452159.5000000  301.820 23.110 1013.350
22857 2452159.7500000  302.030 23.560 1011.060
22857 2452160.0000000  302.760 25.000 1011.680
22857 2452160.2500000  301.900 25.360 1010.950
22857 2452160.5000000  301.870 26.100 1010.610
22857 2452160.7500000  301.240 26.560 1009.100
22857 2452161.0000000  300.390 27.490 1011.660
22857 2452161.2500000  299.920 28.330 1011.020
22857 2452161.5000000  299.490 29.380 1011.500
22857 2452161.7500000  298.450 30.370 1010.310
22857 2452162.0000000  297.630 31.270 1010.730
22857 2452162.2500000  297.440 32.340 1010.260
22857 2452162.5000000  296.590 33.230 1011.740
22857 2452162.7500000  295.760 34.070 1010.370
22857 2452163.0000000  295.050 34.850 1010.150
22857 2452163.2500000  294.690 35.640 1007.040
22857 2452163.5000000  294.390 36.430 1005.930
22857 2452163.7500000  294.140 37.000 1003.160
22857 2452164.0000000  294.590 37.670 1000.980
22857 2452164.2500000  294.980 37.720 998.730
22857 2452164.5000000  295.840 38.080 997.730
22857 2452164.7500000  296.830 38.060 995.910
22857 2452165.0000000  297.450 38.040 998.320
22857 2452165.2500000  297.920 37.880 996.390
22857 2452165.5000000  298.670 38.210 996.940
22857 2452165.7500000  298.890 38.160 996.560
22857 2452166.0000000  299.420 38.670 997.960
22857 2452166.2500000  299.840 39.430 996.490
22857 2452166.5000000  300.760 40.280 997.030
22857 2452166.7500000  301.650 41.450 996.560
22857 2452167.0000000  303.140 42.970 997.440
22857 2452167.2500000  304.780 44.660 996.320
22857 2452167.5000000  306.860 46.590 996.730
22857 2452167.7500000  309.170 48.920 991.670
22857 2452168.0000000  311.350 52.310 985.560
22857 2452168.2500000  312.790 55.590 978.790
22857 2452168.5000000  314.070 57.710 980.030
22857 2452168.7500000  315.680 59.450 980.860
22857 2452169.0000000  317.970 61.370 985.990
22857 2452169.2500000  322.270 63.150 991.490
22857 2452169.5000000  324.900 64.280 999.280
22857 2452169.7500000  323.450 66.090 998.870
22857 2452170.0000000  328.250 67.760 1002.940
