12683 2452032.2500000  313.290 43.170 1009.400
12683 2452032.5000000  315.560 45.960 1008.250
12683 2452032.7500000  313.840 48.330 1003.630
12683 2452033.0000000  312.480 49.110 1001.580
12683 2452033.2500000  312.390 49.250 999.120
12683 2452033.5000000  312.610 51.740 999.250
12683 2452033.7500000  310.910 53.760 992.450
12683 2452034.0000000  312.000 54.000 988.250
12683 2452034.2500000  314.860 55.650 985.390
12683 2452034.5000000  315.850 57.200 986.780
12683 2452034.7500000  316.060 58.440 985.330
12683 2452035.0000000  316.250 60.000 988.290
