16388 2452079.0000000  260.500 43.500 1003.990
16388 2452079.2500000  262.450 43.480 1003.200
16388 2452079.5000000  267.010 45.320 1002.870
16388 2452079.7500000  270.810 49.590 998.390
16388 2452080.0000000  274.870 51.220 992.660
16388 2452080.2500000  279.220 52.760 987.640
16388 2452080.5000000  282.710 54.080 987.910
16388 2452080.7500000  287.980 55.270 989.620
16388 2452081.0000000  294.040 55.870 990.010
16388 2452081.2500000  299.280 55.730 991.670
16388 2452081.5000000  303.850 55.770 994.140
16388 2452081.7500000  307.000 56.370 994.190
16388 2452082.0000000  309.160 57.030 996.300
16388 2452082.2500000  310.790 57.240 997.290
16388 2452082.5000000  313.350 56.680 1000.890
16388 2452082.7500000  319.370 54.040 999.500
16388 2452083.0000000  324.530 52.790 999.830
16388 2452083.2500000  325.440 53.220 1000.210
