 9737 2452020.2500000  265.310 52.180 1002.660
 9737 2452020.5000000  268.690 52.730 1003.470
 9737 2452020.7500000  274.830 55.590 1004.520
 9737 2452021.0000000  278.950 57.580 1003.310
 9737 2452021.2500000  283.270 60.260 1000.370
 9737 2452021.5000000  287.100 62.730 997.130
 9737 2452021.7500000  289.050 65.150 995.020
 9737 2452022.0000000  289.850 66.900 993.770
 9737 2452022.2500000  296.550 66.970 994.350
 9737 2452022.5000000  298.670 68.010 992.850
 9737 2452022.7500000  296.400 70.390 992.230
 9737 2452023.0000000  292.680 71.900 992.420
 9737 2452023.2500000  287.740 72.780 994.490
 9737 2452023.5000000  280.460 72.920 997.210
