 3258 2451928.7500000  283.060 48.170 1010.520
 3258 2451929.0000000  289.250 50.640 1009.270
 3258 2451929.2500000  292.380 51.050 1007.430
 3258 2451929.5000000  295.540 50.730 1005.220
 3258 2451929.7500000  299.790 51.070 1000.870
 3258 2451930.0000000  304.100 51.550 997.310
 3258 2451930.2500000  309.210 51.670 993.170
 3258 2451930.5000000  309.790 56.360 993.540
 3258 2451930.7500000  310.430 57.600 993.810
 3258 2451931.0000000  311.840 57.920 994.240
 3258 2451931.2500000  313.120 58.250 992.710
