19133 2452109.2500000  319.140 53.910 1005.740
19133 2452109.5000000  320.990 54.450 1005.640
19133 2452109.7500000  325.340 54.870 1001.340
19133 2452110.0000000  329.120 55.520 999.810
19133 2452110.2500000  331.380 56.060 997.370
19133 2452110.5000000  333.820 56.520 998.680
19133 2452110.7500000  334.700 55.800 996.860
19133 2452111.0000000  336.570 55.510 998.460
19133 2452111.2500000  338.890 55.290 998.940
19133 2452111.5000000  342.060 55.460 1000.600
19133 2452111.7500000  342.500 55.200 999.620
19133 2452112.0000000  346.510 55.980 1002.060
19133 2452112.2500000  349.500 56.960 1002.700
19133 2452112.5000000  350.920 57.990 1004.880
19133 2452112.7500000  352.390 59.130 1006.150
19133 2452113.0000000  354.290 60.090 1007.480
19133 2452113.2500000  359.180 61.840 1008.370
19133 2452113.5000000  359.750 63.740 1008.700
