24840 2452232.7500000  280.310 49.160 1006.220
24840 2452233.0000000  281.770 48.560 1004.850
24840 2452233.2500000  285.580 49.510 1001.140
24840 2452233.5000000  289.330 51.240 998.220
24840 2452233.7500000  292.120 52.680 995.940
24840 2452234.0000000  293.830 53.360 993.000
24840 2452234.2500000  295.930 54.700 989.790
24840 2452234.5000000  298.750 56.890 987.490
24840 2452234.7500000  299.660 59.420 980.350
24840 2452235.0000000  299.930 61.500 974.220
24840 2452235.2500000  300.980 63.360 968.330
24840 2452235.5000000  302.680 65.720 967.930
24840 2452235.7500000  305.030 68.870 971.240
24840 2452236.0000000  308.450 73.470 977.930
