10745 2452033.2500000  302.490 27.630 1016.270
10745 2452033.5000000  304.150 28.210 1016.080
10745 2452033.7500000  305.080 27.940 1013.940
10745 2452034.0000000  305.920 28.020 1014.920
10745 2452034.2500000  305.200 27.260 1013.930
10745 2452034.5000000  304.490 26.730 1014.150
10745 2452034.7500000  303.240 25.920 1012.090
10745 2452035.0000000  303.310 26.260 1013.310
10745 2452035.2500000  303.130 26.490 1012.470
10745 2452035.5000000  302.630 27.240 1013.250
10745 2452035.7500000  302.040 27.970 1012.220
10745 2452036.0000000  303.250 29.560 1013.840
10745 2452036.2500000  304.380 30.700 1014.000
