 3242 2451928.5000000  285.170 34.910 1017.770
 3242 2451928.7500000  288.320 37.100 1015.650
 3242 2451929.0000000  290.210 38.440 1014.480
 3242 2451929.2500000  294.980 40.250 1011.800
 3242 2451929.5000000  300.560 41.940 1009.530
 3242 2451929.7500000  301.670 43.870 1002.840
 3242 2451930.0000000  309.140 45.860 996.030
 3242 2451930.2500000  315.300 47.390 985.220
 3242 2451930.5000000  321.090 49.050 974.700
 3242 2451930.7500000  324.980 50.490 964.280
 3242 2451931.0000000  327.800 51.550 958.930
 3242 2451931.2500000  330.290 52.140 956.220
 3242 2451931.5000000  333.220 52.560 956.950
 3242 2451931.7500000  336.610 52.940 957.000
 3242 2451932.0000000  339.440 53.930 958.570
 3242 2451932.2500000  339.980 55.610 958.640
