 2522 2451909.5000000  261.860 70.610 1010.920
 2522 2451909.7500000  267.350 70.830 1006.730
 2522 2451910.0000000  271.000 70.820 1003.920
 2522 2451910.2500000  274.320 70.700 1000.650
 2522 2451910.5000000  279.360 69.190 997.790
 2522 2451910.7500000  283.100 68.090 992.130
 2522 2451911.0000000  285.440 68.050 986.850
 2522 2451911.2500000  287.290 68.610 984.310
 2522 2451911.5000000  294.640 69.800 981.600
 2522 2451911.7500000  291.550 71.420 979.280
 2522 2451912.0000000  285.470 71.420 979.710
 2522 2451912.2500000  281.140 69.700 982.850
 2522 2451912.5000000  281.220 67.800 985.830
 2522 2451912.7500000  282.480 66.660 987.990
 2522 2451913.0000000  283.470 66.240 990.420
 2522 2451913.2500000  283.270 66.030 990.400
 2522 2451913.5000000  283.420 65.960 989.080
 2522 2451913.7500000  284.130 65.840 989.020
 2522 2451914.0000000  284.720 66.310 990.550
 2522 2451914.2500000  283.570 67.300 992.840
 2522 2451914.5000000  278.970 68.380 995.270
 2522 2451914.7500000  277.100 68.440 996.250
 2522 2451915.0000000  275.180 69.400 997.530
 2522 2451915.2500000  277.640 68.350 998.230
