12439 2452056.2500000  283.760 54.700 1012.550
12439 2452056.5000000  285.230 55.910 1011.680
12439 2452056.7500000  286.020 56.250 1010.560
12439 2452057.0000000  287.570 56.770 1010.420
12439 2452057.2500000  290.630 57.180 1008.490
12439 2452057.5000000  291.800 57.280 1007.910
12439 2452057.7500000  289.390 55.580 1006.410
12439 2452058.0000000  289.350 55.800 1004.760
12439 2452058.2500000  288.320 54.930 1002.890
12439 2452058.5000000  288.060 54.660 1001.810
12439 2452058.7500000  288.970 48.100 1000.360
12439 2452059.0000000  289.810 49.440 997.820
12439 2452059.2500000  290.280 50.980 996.920
12439 2452059.5000000  290.740 52.110 997.190
12439 2452059.7500000  291.600 52.620 998.070
12439 2452060.0000000  293.210 53.650 999.400
12439 2452060.2500000  296.170 54.100 999.450
12439 2452060.5000000  297.790 53.740 1001.180
12439 2452060.7500000  303.640 55.480 1001.800
